全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
170003,CC0000001223,金丸多目的広場,カネマルタモクテキヒロバ,kanemarutamokutekihiroba,174076,,中能登町金丸931番地,石川県,中能登町,931番地,,,36.946934,136.842528,4.4,-,174076,石川県,中能登町,,,,,1,,－,1,－,1,1,－,,4442,,,,,
170003,CC0000001224,アッピー鹿西多目的広場,アッピーロクセイタモクテキヒロバ,appirokuseitamokutekihiroba,174076,,中能登町能登部下１３４部１番地,石川県,中能登町,部下１３４部１番地,,,36.95524806,136.866337,26.1,-,174076,石川県,中能登町,,,,,1,1,－,1,－,1,1,－,,15785,,,,,
170003,CC0000001225,古墳公園とりや,コフンコウエントリヤ,kofunkoentoriya,174076,,中能登町川田ホ部42番地,石川県,中能登町,ホ部42番地,,,37.013721,136.913999,19.5,-,174076,石川県,中能登町,,,,,1,1,－,1,－,1,1,－,,15334,,,,,
170003,CC0000001226,中能登町運動公園,ナカノトマチウンドウコウエン,nakanotomachiundokoen,174076,,中能登町東馬場そ部11番地,石川県,中能登町,場そ部11番地,,,36.970399,136.88877,20.3,-,174076,石川県,中能登町,,,,,1,1,－,1,－,1,1,－,,21575,,,,,
170003,CC0000001227,レクトピアパーク,レクトピアパーク,rekutopiapaku,174076,,中能登町井田ほ部25番地,石川県,中能登町,ほ部25番地,,,36.96767758,136.9106559,48.7,-,174076,石川県,中能登町,,,,,1,1,－,1,－,1,1,－,,9254,,,,,
170003,CC0000001228,道の駅「織姫の里なかのと」,ミチノエキ「オリヒメノサトナカノト」,michinoeki「orihimenosatonakanoto」,174076,,中能登町井田ぬ部10番地1,石川県,中能登町,ぬ部10番地,,,36.970097,136.904603,35.7,-,174076,石川県,中能登町,,,,,1,1,－,1,－,1,1,－,,8899,,,,,
170003,CC0000001229,老人福祉センターゆうゆう,ロウジンフクシセンターユウユウ,rojinfukushisentayuyu,174076,,中能登町末坂２部３７番１地,石川県,中能登町,２部３７番１地,,,36.99175028,136.9036785,24,-,174076,石川県,中能登町,,,,,,1,－,1,－,1,1,－,1,150,,,,,
170003,CC0000001230,特別養護老人ホーム「鹿寿苑」,トクベツヨウゴロウジンホーム「シカコトブキエン」,tokubetsuyogorojinhomu「shikakotobukien」,174076,,中能登町西馬場エ部５６番地,石川県,中能登町,場エ部５６番地,,,36.97037,136.887419,17.4,-,174076,石川県,中能登町,,,,,1,1,－,1,－,1,1,－,1,180,,,,,
170003,CC0000001231,ウワノの畑農道,ウワノノハタノウドウ,uwanonohatanodo,174611,,石川県鳳珠郡穴水町字曽福地内,石川県,穴水町,穴水町字曽福地内,,,37.17377433,136.8911799,,-,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001232,真浄寺境内,シンジョウテラケイダイ,shinjoterakeidai,174611,,石川県鳳珠郡穴水町字曽福ト-11,石川県,穴水町,穴水町字曽福ト,,,37.17676659,136.8950389,,0767-74-2278,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001233,うわの,ウワノ,uwano,174611,,石川県鳳珠郡穴水町字鹿島地内,石川県,穴水町,穴水町字鹿島地内,,,37.18343972,136.8993376,,0767-72-2600,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001234,そんでら,ソンデラ,sondera,174611,,石川県鳳珠郡穴水町字鹿島地内,石川県,穴水町,穴水町字鹿島地内,,,37.1851065,136.9020896,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001235,中宅横,ナカタクヨコ,nakatakuyoko,174611,,石川県鳳珠郡穴水町字根木カ-18,石川県,穴水町,穴水町字根木カ,,,37.19272692,136.9061354,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001236,白山神社境内,ハクサンジンジャケイダイ,hakusanjinjakeidai,174611,,石川県鳳珠郡穴水町字,石川県,穴水町,穴水町字,,,37.19252312,136.9085735,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001237,細川宅裏高台,ホソカワタクウラタカダイ,hosokawatakuratakadai,174611,,石川県鳳珠郡穴水町字根木地内,石川県,穴水町,穴水町字根木地内,,,37.19408903,136.9097005,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001238,第三望洋台高台,ダイサンボウヨウダイタカダイ,daisamboyodaitakadai,174611,,石川県鳳珠郡穴水町字根木地内,石川県,穴水町,穴水町字根木地内,,,37.19650338,136.9093036,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001239,朱鷺の苑地域交流センター,トキノエンチイキコウリュウセンター,tokinoenchiikikoryusenta,174611,,石川県鳳珠郡穴水町字志ヶ浦15-1-3,石川県,穴水町,穴水町字志ヶ浦,,,37.20212795,136.8981504,,,174611,石川県,穴水町,,,,,,1,,,1,,,,1,99,,,,,
170003,CC0000001240,ハゲヤマ１（地区裏高台）,ハゲヤマイチ（チクウラタカダイ）,hageyamaichi（chikuratakadai）,174611,,石川県鳳珠郡穴水町字志ヶ浦地内,石川県,穴水町,穴水町字志ヶ浦地内,,,37.20402553,136.9098925,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001241,畑中宅裏高台,ハタナカタクウラタカダイ,hatanakatakuratakadai,174611,,石川県鳳珠郡穴水町字志ヶ浦地内,石川県,穴水町,穴水町字志ヶ浦地内,,,37.20401272,136.9101661,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001242,ハゲヤマ2（地区裏高台）,ハゲヤマニ（チクウラタカダイ）,hageyamani（chikuratakadai）,174611,,石川県鳳珠郡穴水町字志ヶ浦地内,石川県,穴水町,穴水町字志ヶ浦地内,,,37.20261126,136.9128912,,0768-52-1230,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001243,村上倉庫,ムラカミソウコ,murakamisoko,174611,,石川県鳳珠郡穴水町字新崎,石川県,穴水町,穴水町字新崎,,,37.20713846,136.9242029,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001244,宮の上,ミヤノウエ,miyanoue,174611,,石川県鳳珠郡穴水町字新崎,石川県,穴水町,穴水町字新崎,,,37.20451937,136.9259517,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001245,高宅横駐車場,タカタクヨコチュウシャジョウ,takatakuyokochushajo,174611,,石川県鳳珠郡穴水町字乙ヶ崎,石川県,穴水町,穴水町字乙ヶ崎,,,37.21514473,136.9063593,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001246,明楽寺境内,ミョウラクジケイダイ,myorakujikeidai,174611,,石川県鳳珠郡穴水町字乙ヶ崎ホ-72,石川県,穴水町,穴水町字乙ヶ崎ホ,,,37.2196858,136.9064397,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001247,火宮神社境内,ヒミヤジンジャケイダイ,himiyajinjakeidai,174611,,石川県鳳珠郡穴水町字乙ヶ崎,石川県,穴水町,穴水町字乙ヶ崎,,,37.22071102,136.907062,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001248,上野（下谷地裏高台）,ウエノ（シモヤチウラタカダイ）,ueno（shimoyachiuratakadai）,174611,,石川県鳳珠郡穴水町字乙ヶ崎,石川県,穴水町,穴水町字乙ヶ崎,,,37.22201817,136.9099695,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001249,上野（六平坂）,ウエノ（ロクヒラザカ）,ueno（rokuhirazaka）,174611,,石川県鳳珠郡穴水町字鵜島,石川県,穴水町,穴水町字鵜島,,,37.22265464,136.9106669,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001250,菅原神社境内,スガワラジンジャケイダイ,sugawarajinjakeidai,174611,,石川県鳳珠郡穴水町字鵜島,石川県,穴水町,穴水町字鵜島,,,37.22286529,136.9087506,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001251,上野（地区裏高台）,ウエノ（チクウラタカダイ）,ueno（chikuratakadai）,174611,,石川県鳳珠郡穴水町字鵜島,石川県,穴水町,穴水町字鵜島,,,37.22355302,136.908359,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001252,上野（学会高台）,ウエノ（ガクカイタカダイ）,ueno（gakukaitakadai）,174611,,石川県鳳珠郡穴水町字鵜島,石川県,穴水町,穴水町字鵜島,,,37.22232279,136.9081927,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001253,弘誓寺境内,ヒロチカテラケイダイ,hirochikaterakeidai,174611,,石川県鳳珠郡穴水町字大町ヘ-17,石川県,穴水町,穴水町字大町ヘ,,,37.22609001,136.9058241,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001254,穴水小学校,アナミズショウガッコウ,anamizushogakko,174611,,石川県鳳珠郡穴水町字大町ロ-165-1,石川県,穴水町,穴水町字大町ロ,,,37.22734852,136.9076709,3.2,,174611,石川県,穴水町,,,,,,1,,,1,,,,1,700,,,,,
170003,CC0000001255,スタークイーン穴水,スタークイーンアナミズ,sutakuinanamizu,174611,,石川県鳳珠郡穴水町字大町チ-24-4,石川県,穴水町,穴水町字大町チ,,,37.22871016,136.904239,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001256,穴水中学校,アナミズチュウガッコウ,anamizuchugakko,174611,,石川県鳳珠郡穴水町字大町ヌ-201,石川県,穴水町,穴水町字大町ヌ,,,37.23038876,136.8998187,,,174611,石川県,穴水町,,,,,1,1,,,1,,,,1,720,,,,,
170003,CC0000001257,おおぞら農協共同組合（JA会館）,オオゾラノウキョウキョウドウクミアイ（ジェイエイカイカン）,ozoranokyokyodokumiai（jieieikaikan）,174611,,石川県鳳珠郡穴水町字大町ほ-95,石川県,穴水町,穴水町字大町ほ,,,37.2317084,136.9031534,,0768-52-0065,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001258,やすらぎマンション,ヤスラギマンション,yasuragimanshon,174611,,石川県鳳珠郡穴水町字川島サ-66,石川県,穴水町,穴水町字川島サ,,,37.23037602,136.909066,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001259,白山神社境内,ハクサンジンジャケイダイ,hakusanjinjakeidai,174611,,石川県鳳珠郡穴水町字川島ホ-23,石川県,穴水町,穴水町字川島ホ,,,37.19252312,136.9085735,,0768-52-0225,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001260,川島寺,カワジマテラ,kawajimatera,174611,,石川県鳳珠郡穴水町字川島,石川県,穴水町,穴水町字川島,,,37.231305,136.91232,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001261,金刀比羅神社境内,コトヒラジンジャケイダイ,kotohirajinjakeidai,174611,,石川県鳳珠郡穴水町字川島,石川県,穴水町,穴水町字川島,,,37.23539714,136.9052225,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001262,瑞源寺境内,ズイミナモトデラケイダイ,zuiminamotoderakeidai,174611,,石川県鳳珠郡穴水町字川島タ-7,石川県,穴水町,穴水町字川島タ,,,37.23471796,136.9091428,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001263,公立穴水総合病院,コウリツアナミズソウゴウビョウイン,koritsuanamizusogobyoin,174611,,石川県鳳珠郡穴水町字川島タ-5,石川県,穴水町,穴水町字川島タ,,,37.23352043,136.9096255,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001264,穴水町役場,アナミズマチヤクバ,anamizumachiyakuba,174611,,石川県鳳珠郡穴水町字川島ラ-174,石川県,穴水町,穴水町字川島ラ,,,37.23095626,136.9123931,,,174611,石川県,穴水町,,,,,1,1,,,1,,,,1,465,,,,,
170003,CC0000001265,穴水町地域情報センター,アナミズマチチイキジョウホウセンター,anamizumachichiikijohosenta,174611,,石川県鳳珠郡穴水町字川島ラ-174,石川県,穴水町,穴水町字川島ラ,,,37.23103741,136.9129295,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001266,穴水町城址公園,アナミズマチジョウシコウエン,anamizumachijoshikoen,174611,,石川県鳳珠郡穴水町字川島地内,石川県,穴水町,穴水町字川島地内,,,37.23005299,136.9143724,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001267,穴水町林業資材置場駐車場,アナミズマチリンギョウシザイオバチュウシャジョウ,anamizumachiringyoshizaiobachushajo,174611,,石川県鳳珠郡穴水町字川島地内,石川県,穴水町,穴水町字川島地内,,,37.22864775,136.915177,,0768-52-0300,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001268,町営相撲場下駐車場,チョウエイスモウバシタチュウシャジョウ,choeisumobashitachushajo,174611,,石川県鳳珠郡穴水町字由比ヶ丘,石川県,穴水町,穴水町字由比ヶ丘,,,37.2268649,136.9197699,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001269,穴水町町営相撲場,アナミズマチチョウエイスモウバ,anamizumachichoeisumoba,174611,,石川県鳳珠郡穴水町字由比ヶ丘,石川県,穴水町,穴水町字由比ヶ丘,,,37.22724933,136.9204941,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001270,沖の崎神社境内,オキノサキジンジャケイダイ,okinosakijinjakeidai,174611,,石川県鳳珠郡穴水町字内浦,石川県,穴水町,穴水町字内浦,,,37.22126062,136.9261374,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001271,浜崎宅裏高台,ハマサキタクウラタカダイ,hamasakitakuratakadai,174611,,石川県鳳珠郡穴水町字麦ヶ浦,石川県,穴水町,穴水町字麦ヶ浦,,,37.23184519,136.9264861,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001272,八坂神社境内,ハチサカジンジャケイダイ,hachisakajinjakeidai,174611,,石川県鳳珠郡穴水町字麦ヶ浦,石川県,穴水町,穴水町字麦ヶ浦,,,37.23058093,136.9290288,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001273,中島鮮魚店裏高台,ナカシマセンギョテンウラタカダイ,nakashimasengyotenuratakadai,174611,,石川県鳳珠郡穴水町字中居レ85,石川県,穴水町,穴水町字中居レ,,,37.23750988,136.9406815,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001274,中島鮮魚店・米田酒屋間駐車場,ナカシマセンギョテン・ヨネダサカヤアイダチュウシャジョウ,nakashimasengyoten・yonedasakayaaidachushajo,174611,,石川県鳳珠郡穴水町字,石川県,穴水町,穴水町字,,,37.23771488,136.9411536,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001275,下出集会所,シモデシュウカイジョ,shimodeshukaijo,174611,,石川県鳳珠郡穴水町字下出,石川県,穴水町,穴水町字下出,,,37.23934657,136.9434503,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001276,集会所横の坂,シュウカイジョヨコノサカ,shukaijoyokonosaka,174611,,石川県鳳珠郡穴水町字下出,石川県,穴水町,穴水町字下出,,,37.23924404,136.9438794,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001277,慶楽寺境内,ケイラクテラケイダイ,keirakuterakeidai,174611,,石川県鳳珠郡穴水町字中居196,石川県,穴水町,穴水町字中居,,,37.23448334,136.9431144,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001278,西蓮寺境内,サイレンジケイダイ,sairenjikeidai,174611,,石川県鳳珠郡穴水町字中居ヨ3,石川県,穴水町,穴水町字中居ヨ,,,37.2314936,136.942696,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001279,神杉神社境内,カミスギジンジャケイダイ,kamisugijinjakeidai,174611,,石川県鳳珠郡穴水町字中居26-100,石川県,穴水町,穴水町字中居,,,37.23042087,136.9458808,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001280,中居地区活性化施設,ナカイチクカッセイカシセツ,nakaichikukasseikashisetsu,174611,,石川県鳳珠郡穴水町字中居南1-157,石川県,穴水町,穴水町字中居南,,,37.22862268,136.9446523,,,174611,石川県,穴水町,,,,,,,,,1,,,,1,50,,,,,
170003,CC0000001281,大龍寺境内,ダイリュウテラケイダイ,dairyuterakeidai,174611,,石川県鳳珠郡穴水町字中居南2-31,石川県,穴水町,穴水町字中居南,,,37.2263215,136.9437642,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001282,向洋小学校,コウヨウショウガッコウ,koyoshogakko,174611,,石川県鳳珠郡穴水町字比良イ24,石川県,穴水町,穴水町字比良イ,,,37.23447434,136.9514759,,,174611,石川県,穴水町,,,,,,1,,,1,,,,1,700,,,,,
170003,CC0000001283,タカホシバ,タカホシバ,takahoshiba,174611,,石川県鳳珠郡穴水町字比良,石川県,穴水町,穴水町字比良,,,37.23679832,136.9607677,,0768-52-3600,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001284,真龍寺境内,シンリュウテラケイダイ,shinryuterakeidai,174611,,石川県鳳珠郡穴水町字比良リ17,石川県,穴水町,穴水町字比良リ,,,37.23750748,136.9607878,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001285,光宗寺境内,ヒカソウテラケイダイ,hikasoterakeidai,174611,,石川県鳳珠郡穴水町字比良リ35乙,石川県,穴水町,穴水町字比良リ35乙,,,37.23870489,136.9621775,,0768-56-1010,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001286,法栄寺境内,ホウエイテラケイダイ,hoeiterakeidai,174611,,石川県鳳珠郡穴水町字比良リ36,石川県,穴水町,穴水町字比良リ,,,37.23867499,136.9626656,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001287,オオミチ,オオミチ,omichi,174611,,石川県鳳珠郡穴水町字比良,石川県,穴水町,穴水町字比良,,,37.2413954,136.9669142,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001288,トラワニ,トラワニ,torawani,174611,,石川県鳳珠郡穴水町字比良,石川県,穴水町,穴水町字比良,,,37.23588009,136.9659981,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001289,神明神社境内,シンメイジンジャケイダイ,shimmeijinjakeidai,174611,,石川県鳳珠郡穴水町字川尻,石川県,穴水町,穴水町字川尻,,,37.23231174,136.9707321,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001290,倉庫の高,ソウコノタカ,sokonotaka,174611,,石川県鳳珠郡穴水町字川尻,石川県,穴水町,穴水町字川尻,,,37.23152586,136.9659041,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001291,ハタケダ,ハタケダ,hatakeda,174611,,石川県鳳珠郡穴水町字川尻,石川県,穴水町,穴水町字川尻,,,37.23264916,136.9766088,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001292,岩本太朗左右衛門の高,イワモトタロウザエモンノタカ,iwamototarozaemonnotaka,174611,,石川県鳳珠郡穴水町字岩車,石川県,穴水町,穴水町字岩車,,,37.21921078,136.9558665,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001293,岩車バス停,イワグルマバステイ,iwagurumabasutei,174611,,石川県鳳珠郡穴水町字岩車,石川県,穴水町,穴水町字岩車,,,37.21712183,136.9565264,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001294,聖徳寺境内,ショウトクジケイダイ,shotokujikeidai,174611,,石川県鳳珠郡穴水町字岩車チ-43,石川県,穴水町,穴水町字岩車チ,,,37.21617345,136.9578782,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001295,奈古司神社境内,ナコツカサジンジャケイダイ,nakotsukasajinjakeidai,174611,,石川県鳳珠郡穴水町字岩車,石川県,穴水町,穴水町字岩車,,,37.21493456,136.9596163,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001296,村田宅前道路広場,ムラタタクマエドウロヒロバ,muratatakumaedorohiroba,174611,,石川県鳳珠郡穴水町字岩車,石川県,穴水町,穴水町字岩車,,,37.20916277,136.961762,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001297,民宿つばき荘,ミンシュクツバキソウ,minshukutsubakiso,174611,,石川県鳳珠郡穴水町字岩車9-10-87,石川県,穴水町,穴水町字岩車,,,37.20910082,136.9679687,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001298,足湯温泉広場,アシユオンセンヒロバ,ashiyuonsenhiroba,174611,,石川県鳳珠郡穴水町字岩車11-19-10,石川県,穴水町,穴水町字岩車,,,37.20224781,136.970042,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001299,二社谷台地,ニシャタニダイチ,nishatanidaichi,174611,,石川県鳳珠郡穴水町字鹿波,石川県,穴水町,穴水町字鹿波,,,37.20423402,136.9841243,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001300,妙覚寺境内,ミョウカクデラケイダイ,myokakuderakeidai,174611,,石川県鳳珠郡穴水町字鹿波55-44,石川県,穴水町,穴水町字鹿波,,,37.20321285,136.9855996,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001301,鹿波白山神社境内,カナミハクサンジンジャケイダイ,kanamihakusanjinjakeidai,174611,,石川県鳳珠郡穴水町字鹿波,石川県,穴水町,穴水町字鹿波,,,37.2032513,136.9868119,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001302,旧鹿波小学校,キュウカナミショウガッコウ,kyukanamishogakko,174611,,石川県鳳珠郡穴水町字鹿波,石川県,穴水町,穴水町字鹿波,,,37.20235829,136.9881208,,,174611,石川県,穴水町,,,,,,1,,,1,,,,1,100,,,,,
170003,CC0000001303,シャクガイ台地,シャクガイダイチ,shakugaidaichi,174611,,石川県鳳珠郡穴水町字鹿波,石川県,穴水町,穴水町字鹿波,,,37.20105508,136.9894405,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001304,宮坂,ミヤサカ,miyasaka,174611,,石川県鳳珠郡穴水町字曽良,石川県,穴水町,穴水町字曽良,,,37.18648241,137.0129083,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001305,千手院,センジュイン,senjuin,174611,,石川県鳳珠郡穴水町字曽良リ-106,石川県,穴水町,穴水町字曽良リ,,,37.18865555,137.0165561,,0768-52-3710,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001306,円山,エンヤマ,enyama,174611,,石川県鳳珠郡穴水町字曽良,石川県,穴水町,穴水町字曽良,,,37.18886068,137.0140831,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001307,曽良神社境内,ソラジンジャケイダイ,sorajinjakeidai,174611,,石川県鳳珠郡穴水町字曽良,石川県,穴水町,穴水町字曽良,,,37.19186493,137.0151023,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001308,曽良集会所,ソラシュウカイジョ,sorashukaijo,174611,,石川県鳳珠郡穴水町字曽良,石川県,穴水町,穴水町字曽良,,,37.19179869,137.0197157,,,174611,石川県,穴水町,,,,,,,,,1,,,,1,30,,,,,
170003,CC0000001309,堂の上,ドウノウエ,donoue,174611,,石川県鳳珠郡穴水町字曽良,石川県,穴水町,穴水町字曽良,,,37.19115768,137.0222531,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001310,農村公園,ノウソンコウエン,nosonkoen,174611,,石川県鳳珠郡穴水町字曽良,石川県,穴水町,穴水町字曽良,,,37.1955079,137.0225025,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001311,旧兜小学校,キュウカブトショウガッコウ,kyukabutoshogakko,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.19451248,137.0234528,,0768-52-3600,174611,石川県,穴水町,,,,,,1,,,1,,,,1,400,,,,,
170003,CC0000001312,大甲開田,オオカブトカイデン,okabutokaiden,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.19635849,137.0278677,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001313,小甲開田,コカブトカイデン,kokabutokaiden,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.20041786,137.0253947,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001314,泊の坂,トマリノサカ,tomarinosaka,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.20229791,137.0243755,,0768-52-3710,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001315,宮古の坂,ミヤコノサカ,miyakonosaka,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.20165698,137.0217791,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001316,家の高,イエノタカ,ienotaka,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.20546825,137.0214787,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001317,阿曽良上野,アソヨウエノ,asoyoeno,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.20749341,137.0245149,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001318,阿曽良丸山,アソヨマルヤマ,asoyomaruyama,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.20687817,137.0266392,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001319,黒崎丸山,クロサキマルヤマ,kurosakimaruyama,174611,,石川県鳳珠郡穴水町字甲,石川県,穴水町,穴水町字甲,,,37.20615183,137.0293966,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001320,専順寺境内,センジュンデラケイダイ,senjunderakeidai,174611,,石川県鳳珠郡穴水町字甲子5,石川県,穴水町,穴水町字甲子,,,37.20845899,137.0319232,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001321,長沢の高,ナガサワノタカ,nagasawanotaka,174611,,石川県鳳珠郡穴水町字沖波,石川県,穴水町,穴水町字沖波,,,37.21007392,137.0456454,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
170003,CC0000001322,諏訪神社階段,スワジンジャカイダン,suwajinjakaidan,174611,,石川県鳳珠郡穴水町字沖波,石川県,穴水町,穴水町字沖波,,,37.21127871,137.0487138,,,174611,石川県,穴水町,,,,,,,,,1,,,,,,,,,,
